input                                                                                                                 ,output
យើងទៅមុខ ៦.០៥ ម៉ែត្រ ល្បឿន ៧.១២ ម៉ែត/វិនាទី                                                                                  ,"{'action': 'move', 'params': {'linear_speed': 7.12, 'distance': 6.05, 'is_forward': True, 'unit': 'meter'}}"
ទៅក្រោយ ១.៤ ម៉ែត្រ ល្បឿនដែលត្រួវជិះគឺ ៧.៦១ ម៉ក្នុង១វិ                                                                             ,"{'action': 'move', 'params': {'linear_speed': 7.61, 'distance': 1.4, 'is_forward': False, 'unit': 'meter'}}"
មកក្រោយវិញ ៣.៤៥ ម៉ែត្រ ផ្លាស់ទីក្នុងល្បឿន ៥.២៤ ម៉ែត/វិនាទី                                                                         ,"{'action': 'move', 'params': {'linear_speed': 5.24, 'distance': 3.45, 'is_forward': False, 'unit': 'meter'}}"
បន្តទៅមុខ ៤.៧៥ ម៉ែត្រ ក្នុងល្បឿន ៩.០១ ម៉ក្នុង១វិ                                                                                 ,"{'action': 'move', 'params': {'linear_speed': 9.01, 'distance': 4.75, 'is_forward': True, 'unit': 'meter'}}"
រ៉ូបូតទៅមុខ ៩.០៥ ម៉ែត្រ បើកក្នុងល្បឿន ៨.០៣ ម៉ែត/វិនាទី                                                                            ,"{'action': 'move', 'params': {'linear_speed': 8.03, 'distance': 9.05, 'is_forward': True, 'unit': 'meter'}}"
ទៅក្រោយ ១០.៥៩ ម៉ែត្រ ល្ប ៩.៩៤ ម៉ែត្រក្នុង១វិនាទី                                                                                ,"{'action': 'move', 'params': {'linear_speed': 9.94, 'distance': 10.59, 'is_forward': False, 'unit': 'meter'}}"
បង្វែឆ្វេង ២៦២ ដឺក្រេ ៩ ម៉ែត្រ/វិ                                                                                            ,"{'action': 'rotate', 'params': {'angular_velocity': 9, 'angle': 262, 'is_clockwise': false, 'unit': 'degrees'}}"
បង្វែឆ្វេង ១១៥ ដឺក្រេ ២ ម៉ែត/វិនាទី                                                                                          ,"{'action': 'rotate', 'params': {'angular_velocity': 2, 'angle': 115, 'is_clockwise': false, 'unit': 'degrees'}}"
បង្វែស្ដាំ ១៤២ ដឺក្រេ រហូតដល់ល្បឿន ១០ មក្នុង១វិ                                                                                  ,"{'action': 'rotate', 'params': {'angular_velocity': 10, 'angle': 142, 'is_clockwise': true, 'unit': 'degrees'}}"
ងាកទៅឆ្វេង 106 ដឺក្រេ ក្នុងល្បឿន 2 ម៉ែត្រ/វិ                                                                                   ,"{'action': 'rotate', 'params': {'angular_velocity': 2, 'angle': 106, 'is_clockwise': false, 'unit': 'degrees'}}"
បង្វែឆ្វេង ២៣០ ដឺក្រេ ប្រើល្បឿន ១០ ម៉ែត/វិ                                                                                    ,"{'action': 'rotate', 'params': {'angular_velocity': 10, 'angle': 230, 'is_clockwise': false, 'unit': 'degrees'}}"
ងាកទៅស្ដាំ ៣៥០ ដឺក្រេ ក្នុងល្បឿន ៦ ម/វិនាទី                                                                                    ,"{'action': 'rotate', 'params': {'angular_velocity': 6, 'angle': 350, 'is_clockwise': true, 'unit': 'degrees'}}"
បត់ឆ្វេង ១៨៦ ដឺក្រេ ក្នុងល្បឿន ១០ ម៉ែត្រ/វិ                                                                                     ,"{'action': 'rotate', 'params': {'angular_velocity': 10, 'angle': 186, 'is_clockwise': false, 'unit': 'degrees'}}"
បត់ស្ដាំ ១២ ដឺក្រេ ១០ ម៉ែត/វិ                                                                                                ,"{'action': 'rotate', 'params': {'angular_velocity': 10, 'angle': 12, 'is_clockwise': true, 'unit': 'degrees'}}"
បត់ឆ្វេង ៣១០ ដឺក្រេ ដោយល្បឿន ៥ ម/វិនាទី                                                                                      ,"{'action': 'rotate', 'params': {'angular_velocity': 5, 'angle': 310, 'is_clockwise': false, 'unit': 'degrees'}}"
បង្វែស្ដាំ ៣០៦ ដឺក្រេ ល្បឿន ៦ មក្នុង១វិ                                                                                        ,"{'action': 'rotate', 'params': {'angular_velocity': 6, 'angle': 306, 'is_clockwise': true, 'unit': 'degrees'}}"
ងាកទៅស្ដាំ ១៨៤ ដឺក្រេ ក្នុងល្បឿន ៦ ម៉ែត/វិ                                                                                     ,"{'action': 'rotate', 'params': {'angular_velocity': 6, 'angle': 184, 'is_clockwise': true, 'unit': 'degrees'}}"
បង្វែស្ដាំ ២៨៨ ដឺក្រេ រហូតដល់ល្បឿន ២ ម៉ែត្រ/វិនាទី                                                                                ,"{'action': 'rotate', 'params': {'angular_velocity': 2, 'angle': 288, 'is_clockwise': true, 'unit': 'degrees'}}"
បង្វែឆ្វេង ៨៩ ដឺក្រេ នៅល្បឿន ៤ ម៉ែតក្នុង១វិ                                                                                    ,"{'action': 'rotate', 'params': {'angular_velocity': 4, 'angle': 89, 'is_clockwise': false, 'unit': 'degrees'}}"
បត់ស្ដាំ ៣៤៤ ដឺក្រេ ក្នុងល្បឿន ៦ ម៉ែតក្នុង១វិ                                                                                     ,"{'action': 'rotate', 'params': {'angular_velocity': 6, 'angle': 344, 'is_clockwise': true, 'unit': 'degrees'}}"
បត់ស្ដាំ ២៤២ ដឺក្រេ រហូតដល់ល្បឿន ៧ មក្នុង១វិនាទី                                                                                  ,"{'action': 'rotate', 'params': {'angular_velocity': 7, 'angle': 242, 'is_clockwise': true, 'unit': 'degrees'}}"
បត់ឆ្វេង ២០៣ ដឺក្រេ ដោយល្បឿន ៣ ម៉ែត/វិ                                                                                       ,"{'action': 'rotate', 'params': {'angular_velocity': 3, 'angle': 203, 'is_clockwise': false, 'unit': 'degrees'}}"
ងាកទៅស្ដាំ ១១៧ ដឺក្រេ រហូតដល់ល្បឿន ១០ ម/វិ                                                                                    ,"{'action': 'rotate', 'params': {'angular_velocity': 10, 'angle': 117, 'is_clockwise': true, 'unit': 'degrees'}}"
បង្វែឆ្វេង ២៥៣ ដឺក្រេ ដោយល្បឿន ១ ម៉ែត្រក្នុង១វិនាទី                                                                              ,"{'action': 'rotate', 'params': {'angular_velocity': 1, 'angle': 253, 'is_clockwise': false, 'unit': 'degrees'}}"
បង្វែស្ដាំ ៧៧ ដឺក្រេ ៨ ម៉ក្នុង១វិ                                                                                              ,"{'action': 'rotate', 'params': {'angular_velocity': 8, 'angle': 77, 'is_clockwise': true, 'unit': 'degrees'}}"
បត់ឆ្វេង ១១៨ ដឺក្រេ ៨ ម៉/វិ                                                                                                 ,"{'action': 'rotate', 'params': {'angular_velocity': 8, 'angle': 118, 'is_clockwise': false, 'unit': 'degrees'}}"
បត់ស្ដាំ ៧៦ ដឺក្រេ ដោយល្បឿន ១០ ម៉ក្នុង១វិ                                                                                       ,"{'action': 'rotate', 'params': {'angular_velocity': 10, 'angle': 76, 'is_clockwise': true, 'unit': 'degrees'}}"
បង្វែឆ្វេង ១៦០ ដឺក្រេ ក្នុងល្បឿន ៨ ម៉ែត្រក្នុង១វិនាទី                                                                              ,"{'action': 'rotate', 'params': {'angular_velocity': 8, 'angle': 160, 'is_clockwise': false, 'unit': 'degrees'}}"
បត់ឆ្វេង ៣០ ដឺក្រេ  ២ ម៉ែត្រក្នុង១វិនាទី                                                                                        ,"{'action': 'rotate', 'params': {'angular_velocity': 2, 'angle': 30, 'is_clockwise': false, 'unit': 'degrees'}}"
ងាកទៅស្ដាំ ២៩១ ដឺក្រេល្បឿន ១០ ម៉ក្នុង១វិ                                                                                       ,"{'action': 'rotate', 'params': {'angular_velocity': 10, 'angle': 291, 'is_clockwise': true, 'unit': 'degrees'}}"
បង្វែស្ដាំ ២៩៣ ដឺក្រេ ដោយល្បឿន ១០ ម៉ែត្រ/វិនាទី                                                                                 ,"{'action': 'rotate', 'params': {'angular_velocity': 10, 'angle': 293, 'is_clockwise': true, 'unit': 'degrees'}}"
ងាកទៅស្ដាំ ៣៧ ដឺក្រេ ដោយល្បឿន ៧ ម៉ែត/វិនាទី                                                                                   ,"{'action': 'rotate', 'params': {'angular_velocity': 7, 'angle': 37, 'is_clockwise': true, 'unit': 'degrees'}}"
បង្វែឆ្វេង ១២២ ដឺក្រេ ដោយល្បឿន ប្រាំបី ម៉ែត្រក្នុង១វិនាទី                                                                           ,"{'action': 'rotate', 'params': {'angular_velocity': 8, 'angle': 122, 'is_clockwise': false, 'unit': 'degrees'}}"
បង្វែឆ្វេង ១៣៩ ដឺក្រេ ប្រើល្បឿន ប្រាំបួន ម៉ែត្រក្នុង១វិនាទី                                                                          ,"{'action': 'rotate', 'params': {'angular_velocity': 9, 'angle': 139, 'is_clockwise': false, 'unit': 'degrees'}}"
